datetime,Date,station,target_next_hour,Hour,day_of_week_num,month_num,hour_sin,hour_cos,is_weekend,is_public_holiday,is_major_city_event,is_working_day_proxy,is_day_before_public_holiday,is_day_after_public_holiday
2025-09-11 07:00:00,2025-09-11,Hosa Road,413.0,7,3,9,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-11 08:00:00,2025-09-11,Hosa Road,448.0,8,3,9,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0
2025-09-11 09:00:00,2025-09-11,Hosa Road,268.0,9,3,9,0.7071067811865476,-0.7071067811865475,0,0,0,1,0,0
2025-09-11 10:00:00,2025-09-11,Hosa Road,187.0,10,3,9,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,0
2025-09-11 11:00:00,2025-09-11,Hosa Road,173.0,11,3,9,0.258819045102521,-0.9659258262890682,0,0,0,1,0,0
2025-09-11 12:00:00,2025-09-11,Hosa Road,135.0,12,3,9,1.2246467991473532e-16,-1.0,0,0,0,1,0,0
2025-09-11 13:00:00,2025-09-11,Hosa Road,112.0,13,3,9,-0.2588190451025208,-0.9659258262890683,0,0,0,1,0,0
2025-09-11 14:00:00,2025-09-11,Hosa Road,140.0,14,3,9,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0
2025-09-11 15:00:00,2025-09-11,Hosa Road,166.0,15,3,9,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0
2025-09-11 16:00:00,2025-09-11,Hosa Road,162.0,16,3,9,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0
2025-09-11 17:00:00,2025-09-11,Hosa Road,241.0,17,3,9,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-09-11 18:00:00,2025-09-11,Hosa Road,171.0,18,3,9,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0
2025-09-11 19:00:00,2025-09-11,Hosa Road,100.0,19,3,9,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0
2025-09-11 20:00:00,2025-09-11,Hosa Road,78.0,20,3,9,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-11 21:00:00,2025-09-11,Hosa Road,37.0,21,3,9,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,0
2025-09-11 22:00:00,2025-09-11,Hosa Road,1.0,22,3,9,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0
2025-09-11 23:00:00,2025-09-11,Hosa Road,0.0,23,3,9,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0
2025-09-12 00:00:00,2025-09-12,Hosa Road,0.0,0,4,9,0.0,1.0,0,0,0,1,0,0
2025-09-12 01:00:00,2025-09-12,Hosa Road,0.0,1,4,9,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0
2025-09-12 02:00:00,2025-09-12,Hosa Road,0.0,2,4,9,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0
2025-09-12 03:00:00,2025-09-12,Hosa Road,0.0,3,4,9,0.7071067811865476,0.7071067811865476,0,0,0,1,0,0
2025-09-12 04:00:00,2025-09-12,Hosa Road,1.0,4,4,9,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-09-12 05:00:00,2025-09-12,Hosa Road,51.0,5,4,9,0.9659258262890683,0.25881904510252074,0,0,0,1,0,0
